Wavelength(nm),I[w/(m^2*lambda)]
2112.0,0.09307653116071428
2113.0,0.09250411986607142
2114.0,0.09223784321428571
2115.0,0.09182824366071429
2116.0,0.09203392977578473
2117.0,0.08877700511210763
2118.0,0.09207003502242153
2119.0,0.09216792098654708
2120.0,0.09014325396396396
2121.0,0.09004225545045044
2122.0,0.09052416815315315
2123.0,0.09116631545045044
2124.0,0.09085343463963964
2125.0,0.09118885425339365
2126.0,0.09101121243243245
2127.0,0.08980481696832579
2128.0,0.09092838235294118
2129.0,0.09082420159090909
2130.0,0.09021165642533936
2131.0,0.09050424209090907
2132.0,0.09040097163636361
2133.0,0.0899207715
2134.0,0.08999440515981735
2135.0,0.08992749500000001
2136.0,0.08586350625570778
2137.0,0.08926604378995433
2138.0,0.0889897003196347
2139.0,0.08886614981651375
2140.0,0.08914527504587155
2141.0,0.0891243495890411
2142.0,0.08896053009174311
2143.0,0.08761718976958524
2144.0,0.08838550110091743
2145.0,0.08753190520737326
2146.0,0.08732518940092165
2147.0,0.08807462267281106
2148.0,0.0878124580184332
2149.0,0.08722452161290323
2150.0,0.08760722708333334
2151.0,0.0875268051388889
2152.0,0.08730702268518518
2153.0,0.08683332101851853
2154.0,0.08696970637209302
2155.0,0.08685176208333333
2156.0,0.0866084263255814
2157.0,0.08643496358139535
2158.0,0.0860271668224299
2159.0,0.08605823409302324
2160.0,0.08562886724299067
2161.0,0.08535532943925234
2162.0,0.08442971406542056
2163.0,0.08397846135514017
2164.0,0.08298566514018692
2165.0,0.08031896953051644
2166.0,0.07406998295774647
2167.0,0.07885342272300469
2168.0,0.08206824187793427
2169.0,0.08313421419811322
2170.0,0.08320711253521128
2171.0,0.08360793617924527
2172.0,0.08392266778301886
2173.0,0.08393610976415095
2174.0,0.08372725706161138
2175.0,0.08396203221698113
2176.0,0.08335818222748814
2177.0,0.08370754521327015
2178.0,0.08315598691943127
2179.0,0.08028204704761906
2180.0,0.08327047909952606
2181.0,0.08330212328571429
2182.0,0.08267264323809526
2183.0,0.08091714228571428
2184.0,0.08253128368421053
2185.0,0.08272711290476191
2186.0,0.08228491956937799
2187.0,0.08233470956937798
2188.0,0.08070853779904306
2189.0,0.07955632641148326
2190.0,0.08100035778846154
2191.0,0.08195011344497607
2192.0,0.08166194245192308
2193.0,0.08145500855769232
2194.0,0.08148511458937198
2195.0,0.08122686783653846
2196.0,0.08117095
2197.0,0.08098646782608696
2198.0,0.08082220579710145
2199.0,0.08019821859903382
2200.0,0.08024939821256037
2201.0,0.08017483771844659
2202.0,0.08019384354368932
2203.0,0.08012012763285023
2204.0,0.08006177312195122
2205.0,0.07985169325242718
2206.0,0.07631035427184467
2207.0,0.07615482804878047
2208.0,0.07899545970731708
2209.0,0.0769790931707317
2210.0,0.07916395853658537
2211.0,0.07904289392156863
2212.0,0.07877459492682927
2213.0,0.07872544823529412
2214.0,0.07853466602941177
2215.0,0.07844020676470588
2216.0,0.07822786724137931
2217.0,0.07795798401960785
2218.0,0.0779721112315271
2219.0,0.07793608802955664
2220.0,0.07776447147783251
2221.0,0.07758359118226602
2222.0,0.07744117207920792
2223.0,0.07738350778325125
2224.0,0.07714515341584159
2225.0,0.07699174356435644
2226.0,0.07565168658415841
2227.0,0.0758465996517413
2228.0,0.07657865668316832
2229.0,0.07660838527363184
2230.0,0.07641054184079601
2231.0,0.0763416912437811
2232.0,0.07620399771144279
2233.0,0.076099042
2234.0,0.07596341696517413
2235.0,0.07571413484999999
2236.0,0.07568982330000001
2237.0,0.07552453045
2238.0,0.07527986035175879
2239.0,0.07340192585000001
2240.0,0.07467375180904523
2241.0,0.07502154135678392
2242.0,0.07483836849246231
2243.0,0.07410059095477387
2244.0,0.07474553333333334
2245.0,0.0746207733165829
2246.0,0.07449119196969696
2247.0,0.07440812803030303
2248.0,0.07255915313131314
2249.0,0.07414144742424243
2250.0,0.07384278355329948
2251.0,0.0735484594949495
2252.0,0.07359418177664975
2253.0,0.07289315969543146
2254.0,0.07185709467005076
2255.0,0.07343716535714286
2256.0,0.07269407558375636
2257.0,0.07276152117346939
2258.0,0.07294562403061225
2259.0,0.07296484612244897
2260.0,0.07285577321428571
2261.0,0.07149281602040816
2262.0,0.07243651230769231
2263.0,0.06838436974358973
2264.0,0.07237075569230769
2265.0,0.0719236403076923
2266.0,0.0696960024102564
2267.0,0.07074156548717948
2268.0,0.07198607170103093
2269.0,0.07189126541237113
2270.0,0.0716765180927835
2271.0,0.07074107922680412
2272.0,0.07151988963917527
2273.0,0.07143189530927835
2274.0,0.07124185958549223
2275.0,0.07039323549222798
2276.0,0.07091598989637306
2277.0,0.07084939445595854
2278.0,0.07067395735751296
2279.0,0.07060963776041666
2280.0,0.0700204314507772
2281.0,0.06625378
2282.0,0.06846854890625
2283.0,0.06976546411458333
2284.0,0.0696530172251309
2285.0,0.06955433859375
2286.0,0.06991853492146596
2287.0,0.0698290934375
2288.0,0.06969895115183247
2289.0,0.0693670174736842
2290.0,0.06940506115183245
2291.0,0.0684747214659686
2292.0,0.06922590084210527
2293.0,0.06884366757894736
2294.0,0.06633352731578947
2295.0,0.06793988242105263
2296.0,0.06773693815789475
2297.0,0.06790213952380954
2298.0,0.06803362115789473
2299.0,0.06795748708994709
2300.0,0.06794546470899471
2301.0,0.0677403235978836
2302.0,0.06790000457446808
2303.0,0.06768870248677249
2304.0,0.0675946620212766
2305.0,0.0674657253968254
2306.0,0.06722425712765959
2307.0,0.06736687797872341
2308.0,0.06704227240641711
2309.0,0.0671478864361702
2310.0,0.06705157882352941
2311.0,0.0669735556684492
2312.0,0.06683242872340425
2313.0,0.06690067177419355
2314.0,0.0666072270053476
2315.0,0.06513740427807486
2316.0,0.06628530844086022
2317.0,0.06587212299465241
2318.0,0.06580159897849462
2319.0,0.06586988983870967
2320.0,0.06617209286486488
2321.0,0.06587162322580645
2322.0,0.06587606535135135
2323.0,0.06308244129032257
2324.0,0.06426409254054055
2325.0,0.06448844616216216
2326.0,0.06462845616216216
2327.0,0.06448152744565218
2328.0,0.06492662951351351
2329.0,0.06441608260869565
2330.0,0.06443867724324324
2331.0,0.06449068233695653
2332.0,0.06453309371584699
2333.0,0.06425946788043478
2334.0,0.06419138923913044
2335.0,0.06333426464480875
2336.0,0.06342323163934427
2337.0,0.06410571505434783
2338.0,0.0637206360989011
2339.0,0.061756678087431696
2340.0,0.0637856868306011
2341.0,0.06388902291208791
2342.0,0.06384768797814207
2343.0,0.06360962697802199
2344.0,0.06347465483516483
2345.0,0.06337882895604395
2346.0,0.06354697961325967
2347.0,0.06325514395604395
2348.0,0.06319428629834253
2349.0,0.06327627978021978
2350.0,0.06297667745856353
2351.0,0.0627847452486188
2352.0,0.06220793155555556
2353.0,0.06020314955801105
2354.0,0.06127749983333334
2355.0,0.06177970900552486
2356.0,0.06164417716666667
2357.0,0.06112107877777778
2358.0,0.06129422372222222
2359.0,0.06119250240223463
2360.0,0.061809192222222226
2361.0,0.061429813687150836
2362.0,0.061352388555555554
2363.0,0.06132815988826815
2364.0,0.061459882402234635
2365.0,0.06128233713483145
2366.0,0.06129194916201117
2367.0,0.061034624748603356
2368.0,0.061042348426966285
2369.0,0.060563865617977525
2370.0,0.060353137640449445
2371.0,0.0605088747752809
2372.0,0.06066238415730337
2373.0,0.06040878005649718
2374.0,0.060386499325842696
2375.0,0.060413256384180804
2376.0,0.06046655372881356
2377.0,0.06026706689265537
2378.0,0.0601147113559322
2379.0,0.060168019265536714
2380.0,0.059696165227272724
2381.0,0.05980296785310735
2382.0,0.05989582579545454
2383.0,0.05793021005681818
2384.0,0.057534632784090906
2385.0,0.05687226340909091
2386.0,0.05769927462857143
2387.0,0.05608645426136363
2388.0,0.058579401142857146
2389.0,0.05844156697142857
2390.0,0.058660219885714286
2391.0,0.05853714702857143
2392.0,0.05855886182857143
2393.0,0.05785312834285715
2394.0,0.058467643908045965
2395.0,0.05791028297142858
2396.0,0.05764948775862069
2397.0,0.05811641385057473
2398.0,0.05776121764367816
2399.0,0.05788453735632184
2400.0,0.057445156531791906
2401.0,0.057892570000000004
2402.0,0.057696517803468204
2403.0,0.05749873167630058
2404.0,0.057127715895953765
2405.0,0.05750885132947977
2406.0,0.05716942040462428
2407.0,0.05714313023255814
2408.0,0.05702956398843931
2409.0,0.05691916110465116
2410.0,0.056881948837209304
2411.0,0.0569247665116279
2412.0,0.05667214959302326
2413.0,0.05666405651162791
2414.0,0.05539714546511627
2415.0,0.05541964912280702
2416.0,0.055617081929824556
2417.0,0.05555494273255814
2418.0,0.0557777625730994
2419.0,0.05597358652941176
2420.0,0.05526642906432748
2421.0,0.05580294649122807
2422.0,0.055643734470588235
2423.0,0.055433611345029235
2424.0,0.055657091
2425.0,0.05520533682352941
2426.0,0.055381166647058826
2427.0,0.05492304223529412
2428.0,0.05478196313609467
2429.0,0.055061362294117656
2430.0,0.05508109147928994
2431.0,0.054676380236686396
2432.0,0.05500302893491124
2433.0,0.05483435218934912
2434.0,0.054472637455621295
2435.0,0.05416313686390533
2436.0,0.054721664583333336
2437.0,0.05450619597633136
2438.0,0.05348896398809523
2439.0,0.05454137803571428
2440.0,0.05443560440476191
2441.0,0.05402493696428571
2442.0,0.054084807784431144
2443.0,0.05420583339285713
2444.0,0.053945177305389225
2445.0,0.053813343214285714
2446.0,0.05286956616766467
2447.0,0.05298053101796407
2448.0,0.052866530179640714
2449.0,0.0528543930120482
2450.0,0.05307643227544911
2451.0,0.05276150192771084
2452.0,0.053081540239520955
2453.0,0.05303564204819278
2454.0,0.052633279518072285
2455.0,0.052265491867469885
2456.0,0.051911856084337356
2457.0,0.05116870503030303
2458.0,0.05237916072289156
2459.0,0.05281076315151515
2460.0,0.052642293975903615
2461.0,0.052654886484848486
2462.0,0.052582739999999996
2463.0,0.05166985951219512
2464.0,0.05260709666666667
2465.0,0.05212357351515152
2466.0,0.05201378548780488
2467.0,0.05229051266666666
2468.0,0.052161534573170715
2469.0,0.05207733609756098
2470.0,0.05203763920731707
2471.0,0.05198700349693251
2472.0,0.05167487798780487
2473.0,0.051654081402439024
2474.0,0.0507549817791411
2475.0,0.05175805711656442
2476.0,0.051323360674846615
2477.0,0.051742006809815944
2478.0,0.05157716092024539
2479.0,0.0501658800613497
2480.0,0.050234042222222226
2481.0,0.04865865852760737
2482.0,0.04980799401234568
2483.0,0.04811342851851852
2484.0,0.05092623257668713
2485.0,0.050683710124223603
2486.0,0.05019963685185185
2487.0,0.04657999833333333
2488.0,0.05046559347826087
2489.0,0.050225976666666665
2490.0,0.050589019316770185
2491.0,0.050275537142857145
2492.0,0.0503649095652174
2493.0,0.049724422608695654
2494.0,0.0504026501242236
2495.0,0.04984767826086956
2496.0,0.0501747235625
2497.0,0.04995804385093168
2498.0,0.049780660624999994
2499.0,0.049877495187499996
2500.0,0.049663312
2501.0,0.0497378154375
2502.0,0.0499104815625
2503.0,0.04939111157232704
2504.0,0.049346804437499996
2505.0,0.049611245094339625
2506.0,0.049466174276729565
2507.0,0.04900458584905659
2508.0,0.04910437056603773
2509.0,0.04920401628930818
2510.0,0.048598093144654096
2511.0,0.04870477924528301
2512.0,0.04861878139240506
2513.0,0.048494230759493676
2514.0,0.048593778490566036
2515.0,0.04834002765822785
2516.0,0.048716083670886076
2517.0,0.04865468329113924
2518.0,0.04781409031847134
2519.0,0.04842032765822785
2520.0,0.048338510191082804
2521.0,0.048385439240506325
2522.0,0.048226577197452235
2523.0,0.04818996656050955
2524.0,0.04802059280254777
2525.0,0.048094738280254776
2526.0,0.04789661936305732
2527.0,0.04780461006410256
2528.0,0.04784469987261146
2529.0,0.04775728173076923
2530.0,0.047750877115384616
2531.0,0.04783517275641025
2532.0,0.047822818910256415
2533.0,0.04745014294871795
2534.0,0.047588100641025644
2535.0,0.047666171032258065
2536.0,0.04739975025641025
2537.0,0.04707647032258064
2538.0,0.04744839705128206
2539.0,0.04660831670967742
2540.0,0.047061402709677416
2541.0,0.04583121793548387
2542.0,0.040834228116883114
2543.0,0.046355851612903225
2544.0,0.046638831168831156
2545.0,0.04656478270967742
2546.0,0.04682233305194805
2547.0,0.04604740162337662
2548.0,0.045963570844155845
2549.0,0.04625510909090909
2550.0,0.04635035266233767
2551.0,0.045844995454545456
2552.0,0.045319772614379084
2553.0,0.04532998545454546
2554.0,0.04611950189542484
2555.0,0.04579646424836602
2556.0,0.045550280000000005
2557.0,0.045561892026143795
2558.0,0.04570024418300653
2559.0,0.045868384967320264
2560.0,0.04537745335526316
2561.0,0.045256749411764705
2562.0,0.04395239355263158
2563.0,0.04457119677631579
2564.0,0.04557769796052631
2565.0,0.04471620302631579
2566.0,0.04528545901315789
2567.0,0.04471194296052632
2568.0,0.04544908407894738
2569.0,0.045215843708609274
2570.0,0.04484007703947369
2571.0,0.04483462172185431
2572.0,0.04500197092715232
2573.0,0.045020039602649005
2574.0,0.04492816337748344
2575.0,0.044707032384105956
2576.0,0.0449045540397351
2577.0,0.044829996866666666
2578.0,0.04449644198675497
2579.0,0.04478769493333332
2580.0,0.04463453433333334
2581.0,0.04441158306666668
2582.0,0.043951169133333336
2583.0,0.04437153233333333
2584.0,0.043687530599999996
2585.0,0.043699101
2586.0,0.04167980181208054
2587.0,0.043274185
2588.0,0.0439287522818792
2589.0,0.04397267865771812
2590.0,0.04378180583892618
2591.0,0.043821009731543625
2592.0,0.043785313087248326
2593.0,0.042017874295302016
2594.0,0.04325811202702703
2595.0,0.042372211342281876
2596.0,0.042754775
2597.0,0.04247022
2598.0,0.04318181093959731
2599.0,0.04333457655405405
2600.0,0.042782781081081085
2601.0,0.042909532585034015
2602.0,0.04255245432432433
2603.0,0.04297798945945946
2604.0,0.04290507163265306
2605.0,0.04265255912162162
2606.0,0.04306661700680272
2607.0,0.04279193258503402
2608.0,0.04293694972789115
2609.0,0.04280182258503401
2610.0,0.04266567741496599
2611.0,0.042761304452054796
2612.0,0.04242318129251701
2613.0,0.04257379815068493
2614.0,0.04246812156462586
2615.0,0.04245905328767124
2616.0,0.04223283232876713
2617.0,0.042183440890410956
2618.0,0.04179047095890411
2619.0,0.041529156986301365
2620.0,0.041734068965517235
2621.0,0.041501792465753425
2622.0,0.04105686455172414
2623.0,0.04007304965753425
2624.0,0.040252165586206895
2625.0,0.03846481731034483
2626.0,0.03554892565517241
2627.0,0.039103873034482754
2628.0,0.04035465006896552
2629.0,0.04068774793103448
2630.0,0.04089120048611111
2631.0,0.04056574896551724
2632.0,0.04103692368055556
2633.0,0.04117686965277778
2634.0,0.041047200625
2635.0,0.040966104583333336
2636.0,0.04112133923611111
2637.0,0.041088586736111106
2638.0,0.04078196819444445
2639.0,0.04074937027972028
2640.0,0.03736299916666667
2641.0,0.040684348391608394
2642.0,0.040170379440559435
2643.0,0.04068694472222222
2644.0,0.04069948986013986
2645.0,0.04058481489510489
2646.0,0.04052861478873239
2647.0,0.04039404916083916
2648.0,0.03991993986013986
2649.0,0.040333217253521125
2650.0,0.04036396573426573
2651.0,0.040106659999999995
2652.0,0.040000889647887325
2653.0,0.040196120845070425
2654.0,0.04001317873239437
2655.0,0.038513506760563386
2656.0,0.039906135704225354
2657.0,0.039928122482269505
2658.0,0.03986900478873239
2659.0,0.03970837765957447
2660.0,0.03958525500000001
2661.0,0.039655235035460985
2662.0,0.0394318390070922
2663.0,0.03897698134751773
2664.0,0.039489565390070924
2665.0,0.0377740009929078
2666.0,0.03933576368794326
2667.0,0.03848468814285714
2668.0,0.03926824992907801
2669.0,0.03925435135714286
2670.0,0.03919895071428572
2671.0,0.03905703807142857
2672.0,0.03915933815602837
2673.0,0.03907373410071943
2674.0,0.03902003792857143
2675.0,0.03878274407142857
2676.0,0.038881572
2677.0,0.038896073381294964
2678.0,0.038829940714285714
2679.0,0.038806483525179854
2680.0,0.038528386474820146
2681.0,0.03859569964028777
2682.0,0.03860733431654677
2683.0,0.03846112071942446
2684.0,0.03848908395683453
2685.0,0.03842941647482015
2686.0,0.03842187927536231
2687.0,0.038389258776978415
2688.0,0.0380996465942029
2689.0,0.038202619856115116
2690.0,0.038209782898550725
2691.0,0.038080316159420285
2692.0,0.03795964797101449
2693.0,0.038020774347826095
2694.0,0.037929633840579714
2695.0,0.037804335985401456
2696.0,0.03755734884057971
2697.0,0.037786787518248176
2698.0,0.03788052072463768
2699.0,0.037795267299270074
2700.0,0.037626096642335766
2701.0,0.03750021284671533
2702.0,0.037568425693430656
2703.0,0.03762927138686132
2704.0,0.03739231328467153
2705.0,0.03753667802919708
2706.0,0.03734386617647059
2707.0,0.03670862810218978
2708.0,0.037196444779411766
2709.0,0.0373315368382353
2710.0,0.03721255323529411
2711.0,0.03691335264705882
2712.0,0.03639601
2713.0,0.03713792125
2714.0,0.03706611823529412
2715.0,0.03701481154411764
2716.0,0.036943742814814814
2717.0,0.03687951220588235
2718.0,0.03684382177777777
2719.0,0.03678574251851852
2720.0,0.036721773676470594
2721.0,0.03658687888888889
2722.0,0.03653544614814815
2723.0,0.03664240582089552
2724.0,0.03658246340740741
2725.0,0.036401228296296294
2726.0,0.03648945507462686
2727.0,0.03566619925925927
2728.0,0.0363692673880597
2729.0,0.03627244622222222
2730.0,0.036236525820895524
2731.0,0.036146127985074626
2732.0,0.03619120343283582
2733.0,0.036008889328358204
2734.0,0.035961380751879705
2735.0,0.03595420007462686
2736.0,0.035874654328358214
2737.0,0.03589071691729323
2738.0,0.035844159776119405
2739.0,0.0345504669924812
2740.0,0.03576887488721805
2741.0,0.035713866691729323
2742.0,0.03569542481203007
2743.0,0.03553210390977444
2744.0,0.03552087233082706
2745.0,0.035511255789473686
2746.0,0.03547822984848485
2747.0,0.03541845248120301
2748.0,0.03527225378787879
2749.0,0.035209930150375934
2750.0,0.035087304924242425
2751.0,0.03519302901515151
2752.0,0.0351875118939394
2753.0,0.03509842583333333
2754.0,0.035034402424242425
2755.0,0.03482222625954199
2756.0,0.03468092393939395
2757.0,0.03471944363636364
2758.0,0.03457043320610687
2759.0,0.03459957219696969
2760.0,0.03465988633587786
2761.0,0.03469903030534351
2762.0,0.03464564145038168
2763.0,0.03453767221374046
2764.0,0.03458089809160306
2765.0,0.03449762786259542
2766.0,0.03423602130769231
2767.0,0.03444479603053435
2768.0,0.034290180992366415
2769.0,0.03427761453846154
2770.0,0.03434879769230769
2771.0,0.034227820916030535
2772.0,0.034177149769230766
2773.0,0.03388855330769231
2774.0,0.03395038292307693
2775.0,0.03410107023076922
2776.0,0.03370371480620155
2777.0,0.03400568623076924
2778.0,0.033880586384615385
2779.0,0.03392773147286822
2780.0,0.03388630759689922
2781.0,0.03385390284615385
2782.0,0.03339371534883721
2783.0,0.03357507069767442
2784.0,0.03375015891472868
2785.0,0.03370494589147287
2786.0,0.033560969844961236
2787.0,0.033565270155038754
2788.0,0.033536335234375
2789.0,0.03349067565891473
2790.0,0.033488330703125
2791.0,0.033355416899224805
2792.0,0.03329830296875
2793.0,0.033295262187499994
2794.0,0.033259884999999996
2795.0,0.0332675146875
2796.0,0.0332373853125
2797.0,0.03316805859375
2798.0,0.033150040546874995
2799.0,0.033073520629921256
2800.0,0.032957543671875006
2801.0,0.03298227299212599
2802.0,0.032755710468750004
2803.0,0.03293151992125983
2804.0,0.03287160039370079
2805.0,0.032828294803149596
2806.0,0.03280620094488188
2807.0,0.03257436322834646
2808.0,0.032708368110236224
2809.0,0.03270455385826771
2810.0,0.03262785015873016
2811.0,0.03249386937007873
2812.0,0.032538669285714285
2813.0,0.03248132007874015
2814.0,0.03245230912698412
2815.0,0.03241337134920635
2816.0,0.03230034547619048
2817.0,0.03234933206349207
2818.0,0.032290143650793655
2819.0,0.03220811039682539
2820.0,0.03216999015873016
2821.0,0.03208845682539683
2822.0,0.03211334544
2823.0,0.032079594999999995
2824.0,0.031965994160000004
2825.0,0.032017069599999996
2826.0,0.03188052365079364
2827.0,0.031876416959999994
2828.0,0.031883732719999995
2829.0,0.03181343639999999
2830.0,0.03177336984
2831.0,0.031756120806451606
2832.0,0.03173474303999999
2833.0,0.03158463464
2834.0,0.03164631016129032
2835.0,0.031612344800000004
2836.0,0.031554319354838704
2837.0,0.031522338790322575
2838.0,0.03145202370967742
2839.0,0.031460364677419354
2840.0,0.031249018145161293
2841.0,0.030674100403225806
2842.0,0.03131422620967742
2843.0,0.031236296693548386
2844.0,0.03116524528455284
2845.0,0.031027270483870967
2846.0,0.03113427341463415
2847.0,0.03108337508064516
2848.0,0.031073424146341466
2849.0,0.031027543170731708
2850.0,0.030970779593495937
2851.0,0.030772442926829267
2852.0,0.030791291707317064
2853.0,0.030861413658536584
2854.0,0.03051073357723577
2855.0,0.030739912601626018
2856.0,0.03069423713114754
2857.0,0.030659235365853653
2858.0,0.030651090245901638
2859.0,0.030513146422764224
2860.0,0.030303659918032785
2861.0,0.030459113278688523
2862.0,0.030460093852459017
2863.0,0.030269982459016395
2864.0,0.03039599057377049
2865.0,0.03034556573770492
2866.0,0.03028844622950819
2867.0,0.030194195454545457
2868.0,0.03017457786885246
2869.0,0.03002400297520661
2870.0,0.02999331057377049
2871.0,0.02947704338842975
2872.0,0.029587790991735537
2873.0,0.029545552892561982
2874.0,0.029708566033057854
2875.0,0.02953882900826446
2876.0,0.02979186553719008
2877.0,0.029779585785123963
2878.0,0.029795074462809917
2879.0,0.0297549625
2880.0,0.02975181305785124
2881.0,0.02972339132231405
2882.0,0.029565909416666664
2883.0,0.029559750083333333
2884.0,0.029634626916666674
2885.0,0.029282270909090906
2886.0,0.029536044083333334
2887.0,0.02908771241666667
2888.0,0.029271025166666666
2889.0,0.029449999327731097
2890.0,0.0294181055
2891.0,0.029342406333333338
2892.0,0.029346118571428575
2893.0,0.029282410999999998
2894.0,0.029206230084033613
2895.0,0.02921385333333333
2896.0,0.029152885546218484
2897.0,0.029171255042016803
2898.0,0.029066240672268904
2899.0,0.02909035075630253
2900.0,0.02902907294117647
2901.0,0.0289277812605042
2902.0,0.02897887957627119
2903.0,0.0288404112605042
2904.0,0.028904347478991593
2905.0,0.028684944915254234
2906.0,0.02860150478991597
2907.0,0.02875317966101695
2908.0,0.028742070508474576
2909.0,0.028723353983050846
2910.0,0.02867524644067797
2911.0,0.028650052118644073
2912.0,0.028556507796610165
2913.0,0.028507435932203385
2914.0,0.02850708254237289
2915.0,0.028450176525423726
2916.0,0.028133314529914532
2917.0,0.028437907457627115
2918.0,0.02837271273504273
2919.0,0.028358180762711866
2920.0,0.028327792991452994
2921.0,0.028283795299145303
2922.0,0.028212781196581195
2923.0,0.028180447948717952
2924.0,0.028141358803418802
2925.0,0.028117085641025646
2926.0,0.028060018803418803
2927.0,0.028046826324786323
2928.0,0.028037650344827584
2929.0,0.027440911538461538
2930.0,0.027953097413793104
2931.0,0.02791213717948718
2932.0,0.027905013448275867
2933.0,0.02775791982758621
2934.0,0.02778721775862069
2935.0,0.02764896923076923
2936.0,0.027669457068965515
2937.0,0.027689206173913048
2938.0,0.02730875775862069
2939.0,0.027629907500000002
2940.0,0.027577841637931037
2941.0,0.02755937939130434
2942.0,0.02756023422413793
2943.0,0.02737810956521739
2944.0,0.027486729568965515
2945.0,0.02743184243478261
2946.0,0.027381170782608696
2947.0,0.027330183217391304
2948.0,0.027353350956521735
2949.0,0.02730870773913044
2950.0,0.027226741826086955
2951.0,0.027202400608695654
2952.0,0.027220130521739133
2953.0,0.027179562086956523
2954.0,0.027144243245614035
2955.0,0.027107677739130438
2956.0,0.027028995614035087
2957.0,0.02704215434782609
2958.0,0.02700744570175439
2959.0,0.026977173771929826
2960.0,0.026895348421052637
2961.0,0.026913883421052633
2962.0,0.026859356929824562
2963.0,0.026810011140350875
2964.0,0.026728241929824557
2965.0,0.026677891754385962
2966.0,0.026708174159292032
2967.0,0.026686011315789473
2968.0,0.026639234298245613
2969.0,0.026571482300884956
2970.0,0.026422869203539825
2971.0,0.02640631938596491
2972.0,0.0264952
2973.0,0.026444437610619466
2974.0,0.02647671504424779
2975.0,0.026379647876106194
2976.0,0.02635468407079646
2977.0,0.026383243805309736
2978.0,0.026345127787610622
2979.0,0.02623222044642857
2980.0,0.02627486362831858
2981.0,0.026230680625
2982.0,0.02621807230088495
2983.0,0.02618521964285714
2984.0,0.026132702035398227
2985.0,0.02612447125
2986.0,0.026091416785714285
2987.0,0.026040178839285714
2988.0,0.025864631785714288
2989.0,0.025982163035714288
2990.0,0.02587207482142857
2991.0,0.02592710928571429
2992.0,0.02589797576576576
2993.0,0.025868770000000003
2994.0,0.025808099279279278
2995.0,0.02577805535714286
2996.0,0.025759299009009008
2997.0,0.02550276544642857
2998.0,0.025703274414414407
2999.0,0.025651858288288292
3000.0,0.025298117027027032
3001.0,0.025518166756756756
3002.0,0.025569385225225224
3003.0,0.025548273333333333
3004.0,0.02552417954954955
3005.0,0.025498544234234234
3006.0,0.025465439181818178
3007.0,0.02543529981981982
3008.0,0.025337185181818184
3009.0,0.025361226216216216
3010.0,0.025273568090909086
3011.0,0.025301748738738743
3012.0,0.025281755636363635
3013.0,0.02524651436363637
3014.0,0.02520265681818182
3015.0,0.025056334363636367
3016.0,0.025147036909090904
3017.0,0.025106561818181817
3018.0,0.025054851818181817
3019.0,0.02507563027522936
3020.0,0.02499581590909091
3021.0,0.02492620127272727
3022.0,0.0249528847706422
3023.0,0.02494108807339449
3024.0,0.024789278545454548
3025.0,0.02480871100917431
3026.0,0.024846618532110093
3027.0,0.024754025963302756
3028.0,0.024662291727272734
3029.0,0.02475046770642202
3030.0,0.0247111337962963
3031.0,0.024668884311926605
3032.0,0.024627690642201834
3033.0,0.024591386697247707
3034.0,0.024532495925925928
3035.0,0.024492323486238532
3036.0,0.024419548981481482
3037.0,0.024320469908256884
3038.0,0.024182987129629633
3039.0,0.024039026513761476
3040.0,0.023780937870370375
3041.0,0.024148990555555555
3042.0,0.024174355648148144
3043.0,0.02423033925925926
3044.0,0.024238992962962964
3045.0,0.024158326388888887
3046.0,0.024139108785046735
3047.0,0.024193099722222215
3048.0,0.024144126296296295
3049.0,0.024084301121495323
3050.0,0.02412672259259259
3051.0,0.024065612429906545
3052.0,0.02405831962962963
3053.0,0.02404617934579439
3054.0,0.02400365514018692
3055.0,0.0238557576635514
3056.0,0.023963808504672893
3057.0,0.023930276074766353
3058.0,0.023868356822429906
3059.0,0.023866680000000005
3060.0,0.023843435514018692
3061.0,0.02381860214953271
3062.0,0.02378776037735849
3063.0,0.023755746915887853
3064.0,0.02362483254716981
3065.0,0.02354964392523365
3066.0,0.02366034160377359
3067.0,0.023636400934579443
3068.0,0.02355789773584906
3069.0,0.023586457641509437
3070.0,0.02347144698113207
3071.0,0.02351307339622642
3072.0,0.02350349650943396
3073.0,0.02344680528301887
3074.0,0.023403663113207546
3075.0,0.023406512547169814
3076.0,0.023375268285714287
3077.0,0.023323562924528304
3078.0,0.023327396952380956
3079.0,0.02328669933962264
3080.0,0.023264349238095238
3081.0,0.023063596037735848
3082.0,0.023130823333333335
3083.0,0.023142334666666663
3084.0,0.023134366190476194
3085.0,0.02307350266666667
3086.0,0.02295823352380952
3087.0,0.02282717723809524
3088.0,0.02304664895238095
3089.0,0.02297579942857143
3090.0,0.022999870571428573
3091.0,0.022793894807692304
3092.0,0.022929771904761902
3093.0,0.022913228952380956
3094.0,0.022891475
3095.0,0.02285764721153846
3096.0,0.022838819142857146
3097.0,0.02281170692307692
3098.0,0.022632245673076923
3099.0,0.022695542884615387
3100.0,0.022729503942307695
3101.0,0.022695973365384616
3102.0,0.022676821826923075
3103.0,0.022649449711538462
3104.0,0.022610020480769228
3105.0,0.022559038653846154
3106.0,0.022542785728155348
3107.0,0.022415623653846153
3108.0,0.02249481087378641
3109.0,0.022481415865384616
3110.0,0.022469237961165046
3111.0,0.022443163942307696
3112.0,0.022416554174757283
3113.0,0.022282361650485444
3114.0,0.022320379805825248
